,CrudeOil,HeatingOil,NaturalGas,Copper,Gold,Silver,Bitcoin,Ethereum
0,-2.0619287202736203,-1.4109985075686282,-2.0310024791116543,-2.066663680855929,0.628460676416509,0.1682086182984932,-2.154107597105437,-5.03950984790098
1,0.027170221604411182,-0.23132094515645463,-0.5721566784635534,0.9216655104924198,-0.7396935926156978,-0.7578983646908455,-4.712989377111754,-4.403516229072224
2,-0.8607198434293473,-0.44075076183300865,-2.4795989434845733,1.140263209781156,-0.12284327861182831,-0.2529512309956239,2.4246476818033713,3.561732885211377
3,-2.14853368274861,-0.6068168612666014,0.06516780940959421,-3.895108658444335,0.07230055096520971,1.1666798999615757,-1.9009879682474917,-4.242815637557129
4,1.6104749016279563,0.10138429411989947,-0.5538375453411959,-1.17510165355188,-0.503864015278932,-0.7070106389691855,-0.699490599300745,-1.6877864189074998
5,-1.3311344638238687,-0.5074765936425862,-2.516689116432369,0.9411834182346368,1.64571860947742,1.4472032608534136,3.361798049155773,6.535762204119067
6,0.8334539147424991,1.310880194778008,1.771732789596836,1.3921338518608106,-0.5476764880761209,1.9536640908278446,-0.6766025240629858,2.1389532004377543
7,0.4834597440734001,-0.5431422415060005,-1.0972678669475489,-1.1614532420693102,0.24848849032244047,-3.493266634616221,1.5663732522673612,-1.8062535280700232
8,0.3437138188261635,-1.1403700867246513,-1.1394225149544912,-0.46729056993926044,0.022059229119442136,1.1657084542212814,11.786073176676837,13.468312931031612
9,-2.3833745591805844,-0.054779513832237114,-1.5210703943665305,2.090668481931357,0.049574486680015184,-1.3741627852296379,-1.703971772425028,0.5820327045761076
10,0.12563692585807473,0.27376918815980034,-0.17085259580644774,0.0,0.5072794292463101,0.41649372992842437,-3.6453439277096322,-1.6360035914654958
11,0.2052967257694327,0.3746784494071953,1.2934148998362094,-0.9216655104924198,-0.7292850002307283,0.3749223304521543,0.17313260021687427,1.35291683653751
12,-1.622444241918064,0.0,-1.932936652066397,0.0,0.21227872336577747,0.0,-0.889864568182297,1.119575124749339
13,1.2167131428673983,-1.0435431457642252,-0.7137789048292209,0.0,-0.2550880327369498,0.29405608250465676,-3.6008640330289055,-11.04006796909811
14,-3.4217066513563488,-1.808930029221223,-1.702014651299022,0.2361276185679717,0.1739082090995936,-2.136833440569852,3.7200353099192895,-0.1495154673037291
